district,state,date,temp_max_c,temp_min_c,precip_mm,rain_mm
Dakshina Kannada,Karnataka,2024-07-20,26.9,21.8,22.8,22.8
Dakshina Kannada,Karnataka,2024-07-21,28.2,23.5,25.0,25.0
Dakshina Kannada,Karnataka,2024-07-22,28.9,24.0,19.3,19.3
Dakshina Kannada,Karnataka,2024-07-23,27.4,23.4,46.4,46.4
Dakshina Kannada,Karnataka,2024-07-24,28.3,23.2,41.2,41.2
Dakshina Kannada,Karnataka,2024-07-25,27.0,23.8,59.3,59.3
Dakshina Kannada,Karnataka,2024-07-26,27.4,23.9,77.7,77.7
Dakshina Kannada,Karnataka,2024-07-27,29.4,23.8,21.8,21.8
Dakshina Kannada,Karnataka,2024-07-28,28.8,23.5,19.8,19.8
Dakshina Kannada,Karnataka,2024-07-29,25.9,23.2,69.7,69.7
Dakshina Kannada,Karnataka,2024-07-30,25.7,22.7,66.4,66.4
Dakshina Kannada,Karnataka,2024-07-31,25.7,23.3,53.3,53.3
Dakshina Kannada,Karnataka,2024-08-01,26.5,23.4,40.7,40.7
Dakshina Kannada,Karnataka,2024-08-02,26.6,23.0,14.6,14.6
Dakshina Kannada,Karnataka,2024-08-03,27.8,23.0,25.2,25.2
Dakshina Kannada,Karnataka,2024-08-04,28.9,22.8,23.6,23.6
Dakshina Kannada,Karnataka,2024-08-05,29.2,23.2,24.5,24.5
Dakshina Kannada,Karnataka,2024-08-06,28.5,23.0,23.1,23.1
Dakshina Kannada,Karnataka,2024-08-07,26.5,23.2,16.5,16.5
Dakshina Kannada,Karnataka,2024-08-08,28.4,23.2,16.6,16.6
Dakshina Kannada,Karnataka,2024-08-09,29.1,23.4,23.2,23.2
Dakshina Kannada,Karnataka,2024-08-10,26.9,23.5,42.5,42.5
Dakshina Kannada,Karnataka,2024-08-11,30.0,23.4,0.7,0.7
Dakshina Kannada,Karnataka,2024-08-12,30.9,23.2,1.0,1.0
Dakshina Kannada,Karnataka,2024-08-13,31.0,24.0,17.9,17.9
Dakshina Kannada,Karnataka,2024-08-14,31.3,23.9,63.1,63.1
Dakshina Kannada,Karnataka,2024-08-15,28.9,23.3,2.4,2.4
Dakshina Kannada,Karnataka,2024-08-16,29.6,24.0,11.3,11.3
Dakshina Kannada,Karnataka,2024-08-17,28.9,23.7,5.6,5.6
Dakshina Kannada,Karnataka,2024-08-18,29.1,24.7,3.5,3.5
Dakshina Kannada,Karnataka,2024-08-19,30.8,24.6,3.0,3.0
Dakshina Kannada,Karnataka,2024-08-20,29.2,23.9,13.1,13.1
Dakshina Kannada,Karnataka,2024-08-21,31.5,23.9,8.5,8.5
Dakshina Kannada,Karnataka,2024-08-22,28.0,23.8,8.6,8.6
Dakshina Kannada,Karnataka,2024-08-23,28.8,23.7,2.3,2.3
Dakshina Kannada,Karnataka,2024-08-24,26.6,23.7,12.0,12.0
Dakshina Kannada,Karnataka,2024-08-25,27.2,23.5,6.5,6.5
Dakshina Kannada,Karnataka,2024-08-26,27.6,22.8,27.2,27.2
Dakshina Kannada,Karnataka,2024-08-27,26.8,22.6,19.2,19.2
Dakshina Kannada,Karnataka,2024-08-28,27.5,23.4,18.1,18.1
Dakshina Kannada,Karnataka,2024-08-29,26.7,22.8,28.0,28.0
Dakshina Kannada,Karnataka,2024-08-30,26.8,22.6,20.4,20.4
Dakshina Kannada,Karnataka,2024-08-31,27.7,22.7,17.2,17.2
Dakshina Kannada,Karnataka,2024-09-01,26.3,22.9,19.4,19.4
Dakshina Kannada,Karnataka,2024-09-02,27.3,22.8,13.6,13.6
Dakshina Kannada,Karnataka,2024-09-03,27.5,22.9,11.3,11.3
Dakshina Kannada,Karnataka,2024-09-04,28.3,23.0,4.2,4.2
Dakshina Kannada,Karnataka,2024-09-05,28.2,23.2,6.8,6.8
Dakshina Kannada,Karnataka,2024-09-06,28.8,23.1,10.2,10.2
Dakshina Kannada,Karnataka,2024-09-07,29.9,23.1,6.3,6.3
Dakshina Kannada,Karnataka,2024-09-08,26.2,23.0,30.7,30.7
Dakshina Kannada,Karnataka,2024-09-09,26.5,23.1,15.6,15.6
Dakshina Kannada,Karnataka,2024-09-10,26.6,22.6,23.7,23.7
Dakshina Kannada,Karnataka,2024-09-11,27.4,23.3,9.5,9.5
Dakshina Kannada,Karnataka,2024-09-12,29.2,23.1,4.6,4.6
Dakshina Kannada,Karnataka,2024-09-13,29.2,22.4,2.1,2.1
Dakshina Kannada,Karnataka,2024-09-14,29.2,23.1,2.0,2.0
Dakshina Kannada,Karnataka,2024-09-15,28.8,22.7,1.5,1.5
Dakshina Kannada,Karnataka,2024-09-16,29.3,22.9,1.9,1.9
Dakshina Kannada,Karnataka,2024-09-17,28.9,22.8,2.7,2.7
Dakshina Kannada,Karnataka,2024-09-18,29.4,22.5,0.8,0.8
Dakshina Kannada,Karnataka,2024-09-19,29.7,22.1,1.9,1.9
Dakshina Kannada,Karnataka,2024-09-20,29.1,22.6,1.1,1.1
Dakshina Kannada,Karnataka,2024-09-21,29.4,22.9,0.8,0.8
Dakshina Kannada,Karnataka,2024-09-22,28.4,23.2,1.9,1.9
Dakshina Kannada,Karnataka,2024-09-23,28.8,23.1,34.3,34.3
Dakshina Kannada,Karnataka,2024-09-24,26.2,23.4,31.7,31.7
Dakshina Kannada,Karnataka,2024-09-25,28.5,23.6,9.6,9.6
Dakshina Kannada,Karnataka,2024-09-26,28.5,23.0,4.0,4.0
Dakshina Kannada,Karnataka,2024-09-27,28.2,23.2,10.4,10.4
Dakshina Kannada,Karnataka,2024-09-28,30.3,22.9,0.9,0.9
Dakshina Kannada,Karnataka,2024-09-29,30.6,23.7,1.4,1.4
Dakshina Kannada,Karnataka,2024-09-30,32.0,23.6,15.9,15.9
Dakshina Kannada,Karnataka,2024-10-01,31.7,23.7,9.7,9.7
Dakshina Kannada,Karnataka,2024-10-02,30.3,23.3,5.6,5.6
Dakshina Kannada,Karnataka,2024-10-03,30.6,24.4,4.8,4.8
Dakshina Kannada,Karnataka,2024-10-04,30.4,24.0,22.0,22.0
Dakshina Kannada,Karnataka,2024-10-05,29.7,24.0,9.7,9.7
Dakshina Kannada,Karnataka,2024-10-06,30.8,23.5,16.1,16.1
Dakshina Kannada,Karnataka,2024-10-07,30.2,23.3,10.9,10.9
Dakshina Kannada,Karnataka,2024-10-08,28.9,23.7,9.8,9.8
Dakshina Kannada,Karnataka,2024-10-09,29.8,23.1,18.0,18.0
Dakshina Kannada,Karnataka,2024-10-10,26.5,23.4,4.7,4.7
Dakshina Kannada,Karnataka,2024-10-11,29.4,22.8,11.3,11.3
Dakshina Kannada,Karnataka,2024-10-12,28.9,22.8,29.2,29.2
Dakshina Kannada,Karnataka,2024-10-13,28.7,23.1,11.2,11.2
Dakshina Kannada,Karnataka,2024-10-14,29.8,22.9,8.9,8.9
Dakshina Kannada,Karnataka,2024-10-15,26.6,22.8,10.7,10.7
Dakshina Kannada,Karnataka,2024-10-16,28.1,22.9,4.3,4.3
Dakshina Kannada,Karnataka,2024-10-17,29.4,22.3,3.2,3.2
Dakshina Kannada,Karnataka,2024-10-18,28.8,22.9,8.5,8.5
Dakshina Kannada,Karnataka,2024-10-19,29.8,23.5,3.0,3.0
Dakshina Kannada,Karnataka,2024-10-20,29.6,23.3,3.5,3.5
Dakshina Kannada,Karnataka,2024-10-21,29.3,22.7,14.7,14.7
Dakshina Kannada,Karnataka,2024-10-22,30.1,23.2,1.7,1.7
Dakshina Kannada,Karnataka,2024-10-23,30.6,23.3,16.7,16.7
Dakshina Kannada,Karnataka,2024-10-24,30.6,23.0,13.5,13.5
Dakshina Kannada,Karnataka,2024-10-25,30.0,22.1,2.6,2.6
Dakshina Kannada,Karnataka,2024-10-26,29.4,21.7,2.4,2.4
Dakshina Kannada,Karnataka,2024-10-27,29.6,22.2,2.1,2.1
Dakshina Kannada,Karnataka,2024-10-28,29.8,22.1,3.3,3.3
Dakshina Kannada,Karnataka,2024-10-29,29.9,21.8,0.3,0.3
Dakshina Kannada,Karnataka,2024-10-30,30.4,22.6,0.9,0.9
Dakshina Kannada,Karnataka,2024-10-31,30.5,23.0,5.0,5.0
Dakshina Kannada,Karnataka,2024-11-01,30.6,23.3,8.4,8.4
Dakshina Kannada,Karnataka,2024-11-02,30.8,23.1,3.4,3.4
Dakshina Kannada,Karnataka,2024-11-03,32.2,22.3,10.2,10.2
Dakshina Kannada,Karnataka,2024-11-04,30.3,22.5,9.0,9.0
Dakshina Kannada,Karnataka,2024-11-05,31.2,22.3,0.6,0.6
Dakshina Kannada,Karnataka,2024-11-06,32.3,21.8,0.0,0.0
Dakshina Kannada,Karnataka,2024-11-07,33.3,22.3,0.7,0.7
Dakshina Kannada,Karnataka,2024-11-08,32.4,22.9,4.0,4.0
Dakshina Kannada,Karnataka,2024-11-09,32.9,22.7,0.0,0.0
Dakshina Kannada,Karnataka,2024-11-10,32.5,22.8,0.0,0.0
Dakshina Kannada,Karnataka,2024-11-11,32.7,22.3,0.1,0.1
Dakshina Kannada,Karnataka,2024-11-12,33.1,21.8,0.1,0.1
Dakshina Kannada,Karnataka,2024-11-13,34.2,23.5,10.1,10.1
Dakshina Kannada,Karnataka,2024-11-14,31.2,24.0,13.5,13.5
Dakshina Kannada,Karnataka,2024-11-15,32.6,23.3,3.6,3.6
Dakshina Kannada,Karnataka,2024-11-16,33.2,23.6,6.9,6.9
Dakshina Kannada,Karnataka,2024-11-17,32.9,23.8,3.2,3.2
Dakshina Kannada,Karnataka,2024-11-18,34.2,23.2,0.0,0.0
Dakshina Kannada,Karnataka,2024-11-19,32.6,22.6,0.0,0.0
Dakshina Kannada,Karnataka,2024-11-20,33.5,23.6,0.0,0.0
Dakshina Kannada,Karnataka,2024-11-21,32.1,22.6,0.0,0.0
Dakshina Kannada,Karnataka,2024-11-22,34.0,22.9,0.0,0.0
Dakshina Kannada,Karnataka,2024-11-23,33.8,22.5,0.0,0.0
Dakshina Kannada,Karnataka,2024-11-24,34.3,21.2,0.0,0.0
Dakshina Kannada,Karnataka,2024-11-25,34.3,20.9,0.0,0.0
Dakshina Kannada,Karnataka,2024-11-26,32.6,22.0,0.0,0.0
Dakshina Kannada,Karnataka,2024-11-27,31.6,24.2,0.0,0.0
Dakshina Kannada,Karnataka,2024-11-28,33.5,22.1,0.0,0.0
Dakshina Kannada,Karnataka,2024-11-29,33.8,21.0,0.0,0.0
Dakshina Kannada,Karnataka,2024-11-30,32.2,21.1,0.0,0.0
Dakshina Kannada,Karnataka,2024-12-01,33.3,24.3,0.5,0.5
Dakshina Kannada,Karnataka,2024-12-02,29.9,23.6,35.5,35.5
Dakshina Kannada,Karnataka,2024-12-03,28.0,23.5,18.8,18.8
Dakshina Kannada,Karnataka,2024-12-04,30.5,23.1,3.4,3.4
Dakshina Kannada,Karnataka,2024-12-05,31.1,22.8,26.1,26.1
Dakshina Kannada,Karnataka,2024-12-06,31.0,22.8,0.1,0.1
Dakshina Kannada,Karnataka,2024-12-07,30.0,23.5,1.8,1.8
Dakshina Kannada,Karnataka,2024-12-08,29.7,23.2,3.0,3.0
Dakshina Kannada,Karnataka,2024-12-09,30.7,23.0,16.5,16.5
Dakshina Kannada,Karnataka,2024-12-10,30.1,22.7,1.6,1.6
Dakshina Kannada,Karnataka,2024-12-11,33.2,22.2,0.0,0.0
Dakshina Kannada,Karnataka,2024-12-12,32.5,23.0,0.5,0.5
Dakshina Kannada,Karnataka,2024-12-13,32.6,24.0,0.0,0.0
Dakshina Kannada,Karnataka,2024-12-14,34.0,23.8,0.6,0.6
Dakshina Kannada,Karnataka,2024-12-15,33.0,23.2,0.0,0.0
Dakshina Kannada,Karnataka,2024-12-16,32.9,22.0,0.0,0.0
Dakshina Kannada,Karnataka,2024-12-17,33.9,19.1,0.0,0.0
Dakshina Kannada,Karnataka,2024-12-18,31.7,19.3,0.0,0.0
Dakshina Kannada,Karnataka,2024-12-19,33.2,21.0,0.0,0.0
Dakshina Kannada,Karnataka,2024-12-20,32.4,22.2,0.0,0.0
Dakshina Kannada,Karnataka,2024-12-21,30.5,23.0,0.4,0.4
Dakshina Kannada,Karnataka,2024-12-22,30.8,21.9,0.0,0.0
Dakshina Kannada,Karnataka,2024-12-23,30.6,21.4,0.4,0.4
Dakshina Kannada,Karnataka,2024-12-24,30.0,21.1,1.3,1.3
Dakshina Kannada,Karnataka,2024-12-25,32.1,21.6,0.1,0.1
Dakshina Kannada,Karnataka,2024-12-26,33.9,22.0,0.2,0.2
Dakshina Kannada,Karnataka,2024-12-27,32.7,23.5,6.1,6.1
Dakshina Kannada,Karnataka,2024-12-28,33.7,23.1,0.0,0.0
Dakshina Kannada,Karnataka,2024-12-29,34.6,23.0,0.0,0.0
Dakshina Kannada,Karnataka,2024-12-30,36.4,22.4,0.0,0.0
Dakshina Kannada,Karnataka,2024-12-31,36.8,24.2,0.0,0.0
Davanagere,Karnataka,2023-01-01,30.7,17.4,0.0,0.0
Davanagere,Karnataka,2023-01-02,30.7,18.7,0.0,0.0
Davanagere,Karnataka,2023-01-03,30.1,18.1,0.0,0.0
Davanagere,Karnataka,2023-01-04,29.8,18.2,0.0,0.0
Davanagere,Karnataka,2023-01-05,29.3,17.9,0.0,0.0
Davanagere,Karnataka,2023-01-06,29.4,17.5,0.0,0.0
Davanagere,Karnataka,2023-01-07,29.3,17.7,0.0,0.0
Davanagere,Karnataka,2023-01-08,28.8,17.3,0.0,0.0
Davanagere,Karnataka,2023-01-09,28.6,15.3,0.0,0.0
Davanagere,Karnataka,2023-01-10,29.5,14.7,0.0,0.0
Davanagere,Karnataka,2023-01-11,30.3,14.8,0.0,0.0
Davanagere,Karnataka,2023-01-12,31.5,14.1,0.0,0.0
Davanagere,Karnataka,2023-01-13,31.2,12.9,0.0,0.0
Davanagere,Karnataka,2023-01-14,31.0,14.7,0.0,0.0
Davanagere,Karnataka,2023-01-15,31.5,14.8,0.0,0.0
Davanagere,Karnataka,2023-01-16,31.4,14.4,0.0,0.0
Davanagere,Karnataka,2023-01-17,31.9,17.1,0.0,0.0
Davanagere,Karnataka,2023-01-18,31.2,15.2,0.0,0.0
Davanagere,Karnataka,2023-01-19,30.7,17.2,0.0,0.0
Davanagere,Karnataka,2023-01-20,29.8,16.9,0.0,0.0
Davanagere,Karnataka,2023-01-21,29.3,17.7,0.0,0.0
Davanagere,Karnataka,2023-01-22,29.9,17.7,0.0,0.0
Davanagere,Karnataka,2023-01-23,31.6,18.1,0.0,0.0
Davanagere,Karnataka,2023-01-24,30.4,19.4,0.0,0.0
Davanagere,Karnataka,2023-01-25,31.7,19.4,0.0,0.0
Davanagere,Karnataka,2023-01-26,31.6,18.5,0.0,0.0
Davanagere,Karnataka,2023-01-27,31.4,18.2,0.0,0.0
Davanagere,Karnataka,2023-01-28,31.3,17.7,0.0,0.0
Davanagere,Karnataka,2023-01-29,31.5,17.4,0.0,0.0
Davanagere,Karnataka,2023-01-30,31.4,18.5,0.0,0.0
Davanagere,Karnataka,2023-01-31,31.1,20.3,0.0,0.0
Davanagere,Karnataka,2023-02-01,31.4,18.1,0.0,0.0
Davanagere,Karnataka,2023-02-02,31.1,19.1,0.0,0.0
Davanagere,Karnataka,2023-02-03,31.5,18.9,0.0,0.0
Davanagere,Karnataka,2023-02-04,32.0,19.6,0.0,0.0
Davanagere,Karnataka,2023-02-05,32.8,19.1,0.0,0.0
Davanagere,Karnataka,2023-02-06,32.6,19.7,0.0,0.0
Davanagere,Karnataka,2023-02-07,32.9,18.4,0.0,0.0
Davanagere,Karnataka,2023-02-08,33.7,18.0,0.0,0.0
Davanagere,Karnataka,2023-02-09,33.6,20.2,0.0,0.0
Davanagere,Karnataka,2023-02-10,33.6,18.5,0.0,0.0
Davanagere,Karnataka,2023-02-11,33.9,18.9,0.0,0.0
Davanagere,Karnataka,2023-02-12,34.4,18.3,0.0,0.0
Davanagere,Karnataka,2023-02-13,33.9,18.1,0.0,0.0
Davanagere,Karnataka,2023-02-14,33.2,18.7,0.0,0.0
Davanagere,Karnataka,2023-02-15,33.8,15.9,0.0,0.0
Davanagere,Karnataka,2023-02-16,34.2,17.9,0.0,0.0
Davanagere,Karnataka,2023-02-17,33.8,19.2,0.0,0.0
Davanagere,Karnataka,2023-02-18,33.8,17.9,0.0,0.0
Davanagere,Karnataka,2023-02-19,33.1,17.6,0.0,0.0
Davanagere,Karnataka,2023-02-20,33.2,18.8,0.0,0.0
Davanagere,Karnataka,2023-02-21,34.3,17.5,0.0,0.0
Davanagere,Karnataka,2023-02-22,35.0,18.3,0.0,0.0
Davanagere,Karnataka,2023-02-23,34.7,20.3,0.0,0.0
Davanagere,Karnataka,2023-02-24,34.5,19.4,0.0,0.0
Davanagere,Karnataka,2023-02-25,34.8,17.7,0.0,0.0
Davanagere,Karnataka,2023-02-26,34.5,20.2,0.0,0.0
Davanagere,Karnataka,2023-02-27,34.2,19.8,0.0,0.0
Davanagere,Karnataka,2023-02-28,33.6,19.3,0.0,0.0
Davanagere,Karnataka,2023-03-01,34.0,21.8,0.0,0.0
Davanagere,Karnataka,2023-03-02,34.6,21.3,0.0,0.0
Davanagere,Karnataka,2023-03-03,34.5,18.9,0.0,0.0
Davanagere,Karnataka,2023-03-04,34.9,20.5,0.0,0.0
Davanagere,Karnataka,2023-03-05,34.8,20.4,0.0,0.0
Davanagere,Karnataka,2023-03-06,35.1,20.9,0.0,0.0
Davanagere,Karnataka,2023-03-07,35.1,19.4,0.0,0.0
Davanagere,Karnataka,2023-03-08,35.0,20.9,0.0,0.0
Davanagere,Karnataka,2023-03-09,34.1,21.3,0.0,0.0
Davanagere,Karnataka,2023-03-10,34.6,19.9,0.0,0.0
Davanagere,Karnataka,2023-03-11,34.7,20.7,0.0,0.0
Davanagere,Karnataka,2023-03-12,35.2,21.3,0.0,0.0
Davanagere,Karnataka,2023-03-13,35.4,22.7,0.0,0.0
Davanagere,Karnataka,2023-03-14,35.3,20.3,0.0,0.0
Davanagere,Karnataka,2023-03-15,35.3,23.7,2.3,2.3
Davanagere,Karnataka,2023-03-16,34.0,21.2,3.8,3.8
Davanagere,Karnataka,2023-03-17,33.4,21.2,0.0,0.0
Davanagere,Karnataka,2023-03-18,34.9,21.0,0.0,0.0
Davanagere,Karnataka,2023-03-19,33.4,21.1,0.0,0.0
Davanagere,Karnataka,2023-03-20,32.6,18.1,0.0,0.0
Davanagere,Karnataka,2023-03-21,33.4,17.9,0.0,0.0
Davanagere,Karnataka,2023-03-22,35.1,19.0,0.0,0.0
Davanagere,Karnataka,2023-03-23,35.7,20.5,0.0,0.0
Davanagere,Karnataka,2023-03-24,35.9,20.3,0.0,0.0
Davanagere,Karnataka,2023-03-25,35.6,20.1,0.0,0.0
Davanagere,Karnataka,2023-03-26,35.6,20.5,0.0,0.0
Davanagere,Karnataka,2023-03-27,35.7,20.6,0.0,0.0
Davanagere,Karnataka,2023-03-28,36.1,19.6,0.0,0.0
Davanagere,Karnataka,2023-03-29,36.3,19.9,0.0,0.0
Davanagere,Karnataka,2023-03-30,36.8,21.0,0.0,0.0
Davanagere,Karnataka,2023-03-31,35.5,20.7,0.0,0.0
Davanagere,Karnataka,2023-04-01,35.2,19.6,0.0,0.0
Davanagere,Karnataka,2023-04-02,35.3,20.0,0.0,0.0
Davanagere,Karnataka,2023-04-03,35.4,19.2,0.0,0.0
Davanagere,Karnataka,2023-04-04,36.6,19.9,0.0,0.0
Davanagere,Karnataka,2023-04-05,37.1,19.8,0.0,0.0
Davanagere,Karnataka,2023-04-06,36.5,21.7,0.0,0.0
Davanagere,Karnataka,2023-04-07,36.5,23.6,0.6,0.6
Davanagere,Karnataka,2023-04-08,36.5,21.9,0.0,0.0
Davanagere,Karnataka,2023-04-09,36.5,21.8,0.0,0.0
Davanagere,Karnataka,2023-04-10,37.7,22.3,0.0,0.0
Davanagere,Karnataka,2023-04-11,37.9,22.0,0.0,0.0
Davanagere,Karnataka,2023-04-12,39.0,21.7,0.0,0.0
Davanagere,Karnataka,2023-04-13,39.8,21.3,0.0,0.0
Davanagere,Karnataka,2023-04-14,39.0,23.1,0.0,0.0
Davanagere,Karnataka,2023-04-15,38.0,24.0,0.0,0.0
Davanagere,Karnataka,2023-04-16,38.2,22.1,0.0,0.0
Davanagere,Karnataka,2023-04-17,39.6,23.4,0.0,0.0
Davanagere,Karnataka,2023-04-18,39.4,22.1,0.0,0.0
Davanagere,Karnataka,2023-04-19,39.9,22.7,0.0,0.0
Davanagere,Karnataka,2023-04-20,38.2,23.0,0.0,0.0
Davanagere,Karnataka,2023-04-21,36.2,23.1,0.0,0.0
Davanagere,Karnataka,2023-04-22,36.9,24.4,0.0,0.0
Davanagere,Karnataka,2023-04-23,36.6,21.7,0.0,0.0
Davanagere,Karnataka,2023-04-24,36.5,20.7,0.0,0.0
Davanagere,Karnataka,2023-04-25,36.4,22.3,0.8,0.8
Davanagere,Karnataka,2023-04-26,34.2,23.3,0.1,0.1
Davanagere,Karnataka,2023-04-27,36.2,23.0,0.0,0.0
Davanagere,Karnataka,2023-04-28,35.6,24.1,1.1,1.1
Davanagere,Karnataka,2023-04-29,34.4,23.5,1.2,1.2
Davanagere,Karnataka,2023-04-30,35.1,22.2,2.6,2.6
Davanagere,Karnataka,2023-05-01,34.4,22.6,0.0,0.0
Davanagere,Karnataka,2023-05-02,34.8,22.3,0.0,0.0
Davanagere,Karnataka,2023-05-03,34.9,23.0,0.0,0.0
Davanagere,Karnataka,2023-05-04,35.8,22.0,0.0,0.0
Davanagere,Karnataka,2023-05-05,35.1,22.4,0.3,0.3
Davanagere,Karnataka,2023-05-06,35.2,22.7,0.0,0.0
Davanagere,Karnataka,2023-05-07,35.3,23.3,3.5,3.5
Davanagere,Karnataka,2023-05-08,35.0,23.5,9.9,9.9
Davanagere,Karnataka,2023-05-09,33.5,22.6,1.4,1.4
Davanagere,Karnataka,2023-05-10,35.0,22.0,8.1,8.1
Davanagere,Karnataka,2023-05-11,34.8,23.0,29.0,29.0
Davanagere,Karnataka,2023-05-12,34.1,22.9,0.4,0.4
Davanagere,Karnataka,2023-05-13,32.9,23.8,2.9,2.9
Davanagere,Karnataka,2023-05-14,34.3,23.2,0.0,0.0
Davanagere,Karnataka,2023-05-15,34.3,21.8,0.0,0.0
Davanagere,Karnataka,2023-05-16,35.2,22.2,0.0,0.0
Davanagere,Karnataka,2023-05-17,36.1,21.6,0.0,0.0
Davanagere,Karnataka,2023-05-18,36.3,21.6,0.0,0.0
Davanagere,Karnataka,2023-05-19,37.5,22.2,0.0,0.0
Davanagere,Karnataka,2023-05-20,36.7,23.6,0.0,0.0
Davanagere,Karnataka,2023-05-21,35.9,23.5,18.5,18.5
Davanagere,Karnataka,2023-05-22,33.6,23.1,8.8,8.8
Davanagere,Karnataka,2023-05-23,35.3,23.9,0.1,0.1
Davanagere,Karnataka,2023-05-24,34.6,23.3,0.1,0.1
Davanagere,Karnataka,2023-05-25,34.3,24.3,1.4,1.4
Davanagere,Karnataka,2023-05-26,34.6,21.9,0.0,0.0
Davanagere,Karnataka,2023-05-27,34.7,23.1,0.0,0.0
Davanagere,Karnataka,2023-05-28,35.7,22.3,0.0,0.0
Davanagere,Karnataka,2023-05-29,36.6,23.0,0.0,0.0
Davanagere,Karnataka,2023-05-30,34.7,23.6,1.9,1.9
Davanagere,Karnataka,2023-05-31,36.5,24.7,1.1,1.1
Davanagere,Karnataka,2023-06-01,33.3,24.1,3.4,3.4
Davanagere,Karnataka,2023-06-02,33.7,23.6,0.4,0.4
Davanagere,Karnataka,2023-06-03,35.6,23.4,0.0,0.0
Davanagere,Karnataka,2023-06-04,34.0,24.2,0.9,0.9
Davanagere,Karnataka,2023-06-05,34.3,23.2,0.7,0.7
Davanagere,Karnataka,2023-06-06,34.2,23.3,0.4,0.4
Davanagere,Karnataka,2023-06-07,35.2,23.1,0.4,0.4
Davanagere,Karnataka,2023-06-08,34.9,23.1,0.5,0.5
Davanagere,Karnataka,2023-06-09,34.2,23.3,1.6,1.6
Davanagere,Karnataka,2023-06-10,31.2,23.1,3.3,3.3
Davanagere,Karnataka,2023-06-11,33.6,23.7,3.0,3.0
Davanagere,Karnataka,2023-06-12,33.7,23.1,0.5,0.5
Davanagere,Karnataka,2023-06-13,34.1,23.2,1.2,1.2
Davanagere,Karnataka,2023-06-14,33.4,23.1,0.6,0.6
Davanagere,Karnataka,2023-06-15,33.3,23.2,0.2,0.2
Davanagere,Karnataka,2023-06-16,33.0,22.9,0.9,0.9
Davanagere,Karnataka,2023-06-17,34.4,23.3,0.9,0.9
Davanagere,Karnataka,2023-06-18,33.2,23.9,0.6,0.6
Davanagere,Karnataka,2023-06-19,34.8,23.2,0.2,0.2
Davanagere,Karnataka,2023-06-20,34.0,23.5,1.5,1.5
Davanagere,Karnataka,2023-06-21,34.6,23.1,18.3,18.3
Davanagere,Karnataka,2023-06-22,33.1,23.1,15.4,15.4
Davanagere,Karnataka,2023-06-23,30.6,22.6,3.3,3.3
Davanagere,Karnataka,2023-06-24,27.9,22.5,5.5,5.5
Davanagere,Karnataka,2023-06-25,30.5,22.2,11.4,11.4
Davanagere,Karnataka,2023-06-26,30.1,22.2,0.7,0.7
Davanagere,Karnataka,2023-06-27,30.4,22.1,0.7,0.7
Davanagere,Karnataka,2023-06-28,29.8,22.4,0.7,0.7
Davanagere,Karnataka,2023-06-29,28.9,22.8,7.0,7.0
Davanagere,Karnataka,2023-06-30,30.1,22.0,4.7,4.7
Davanagere,Karnataka,2023-07-01,30.8,22.1,2.2,2.2
Davanagere,Karnataka,2023-07-02,31.5,22.4,1.7,1.7
Davanagere,Karnataka,2023-07-03,30.0,22.3,5.4,5.4
Davanagere,Karnataka,2023-07-04,27.5,22.0,31.3,31.3
Davanagere,Karnataka,2023-07-05,27.0,21.4,4.6,4.6
Davanagere,Karnataka,2023-07-06,23.5,21.0,38.7,38.7
Davanagere,Karnataka,2023-07-07,27.6,20.9,4.4,4.4
Davanagere,Karnataka,2023-07-08,25.6,21.6,3.4,3.4
Davanagere,Karnataka,2023-07-09,27.5,21.6,3.8,3.8
Davanagere,Karnataka,2023-07-10,28.9,22.1,3.0,3.0
Davanagere,Karnataka,2023-07-11,28.6,22.2,3.4,3.4
Davanagere,Karnataka,2023-07-12,28.6,22.1,3.7,3.7
Davanagere,Karnataka,2023-07-13,28.3,21.5,7.7,7.7
Davanagere,Karnataka,2023-07-14,28.3,22.2,2.6,2.6
Davanagere,Karnataka,2023-07-15,29.6,22.2,3.6,3.6
Davanagere,Karnataka,2023-07-16,29.0,22.5,0.3,0.3
Davanagere,Karnataka,2023-07-17,27.4,22.2,1.5,1.5
Davanagere,Karnataka,2023-07-18,26.6,21.3,5.2,5.2
Davanagere,Karnataka,2023-07-19,24.9,21.2,11.4,11.4
Davanagere,Karnataka,2023-07-20,24.4,21.3,16.5,16.5
Davanagere,Karnataka,2023-07-21,27.4,21.4,4.4,4.4
Davanagere,Karnataka,2023-07-22,24.2,21.6,13.0,13.0
Davanagere,Karnataka,2023-07-23,24.6,21.9,17.6,17.6
Davanagere,Karnataka,2023-07-24,26.4,21.5,11.0,11.0
Davanagere,Karnataka,2023-07-25,23.7,21.6,12.2,12.2
Davanagere,Karnataka,2023-07-26,24.1,21.1,17.1,17.1
Davanagere,Karnataka,2023-07-27,24.3,21.3,8.8,8.8
Davanagere,Karnataka,2023-07-28,27.4,21.1,2.2,2.2
Davanagere,Karnataka,2023-07-29,28.1,21.9,1.5,1.5
Davanagere,Karnataka,2023-07-30,27.8,21.9,1.8,1.8
Davanagere,Karnataka,2023-07-31,28.7,22.3,3.0,3.0
Davanagere,Karnataka,2023-08-01,28.4,22.0,1.4,1.4
Davanagere,Karnataka,2023-08-02,28.1,22.2,1.1,1.1
Davanagere,Karnataka,2023-08-03,28.4,22.2,0.9,0.9
