facility_id_from,facility_id_to,district,state,travel_time_min
FAC0093,FAC0105,Jaipur,Rajasthan,14.05
FAC0093,FAC0106,Jaipur,Rajasthan,11.44
FAC0093,FAC0107,Jaipur,Rajasthan,9.22
FAC0093,FAC0108,Jaipur,Rajasthan,27.7
FAC0093,FAC0109,Jaipur,Rajasthan,17.61
FAC0093,FAC0110,Jaipur,Rajasthan,15.46
FAC0093,FAC0111,Jaipur,Rajasthan,12.03
FAC0093,FAC0112,Jaipur,Rajasthan,14.81
FAC0093,FAC0113,Jaipur,Rajasthan,27.69
FAC0093,FAC0114,Jaipur,Rajasthan,22.59
FAC0093,FAC0115,Jaipur,Rajasthan,9.4
FAC0093,FAC0116,Jaipur,Rajasthan,16.35
FAC0093,FAC0117,Jaipur,Rajasthan,21.35
FAC0093,FAC0118,Jaipur,Rajasthan,14.07
FAC0093,FAC0119,Jaipur,Rajasthan,13.84
FAC0093,FAC0120,Jaipur,Rajasthan,20.75
FAC0094,FAC0091,Jaipur,Rajasthan,7.52
FAC0094,FAC0092,Jaipur,Rajasthan,10.59
FAC0094,FAC0093,Jaipur,Rajasthan,15.79
FAC0094,FAC0095,Jaipur,Rajasthan,2.15
FAC0094,FAC0096,Jaipur,Rajasthan,11.67
FAC0094,FAC0097,Jaipur,Rajasthan,6.57
FAC0094,FAC0098,Jaipur,Rajasthan,9.76
FAC0094,FAC0099,Jaipur,Rajasthan,8.04
FAC0094,FAC0100,Jaipur,Rajasthan,11.37
FAC0094,FAC0101,Jaipur,Rajasthan,12.99
FAC0094,FAC0102,Jaipur,Rajasthan,7.09
FAC0094,FAC0103,Jaipur,Rajasthan,1.95
FAC0094,FAC0104,Jaipur,Rajasthan,2.07
FAC0094,FAC0105,Jaipur,Rajasthan,7.09
FAC0094,FAC0106,Jaipur,Rajasthan,15.31
FAC0094,FAC0107,Jaipur,Rajasthan,16.07
FAC0094,FAC0108,Jaipur,Rajasthan,13.55
FAC0094,FAC0109,Jaipur,Rajasthan,5.09
FAC0094,FAC0110,Jaipur,Rajasthan,8.37
FAC0094,FAC0111,Jaipur,Rajasthan,13.79
FAC0094,FAC0112,Jaipur,Rajasthan,9.85
FAC0094,FAC0113,Jaipur,Rajasthan,17.83
FAC0094,FAC0114,Jaipur,Rajasthan,9.61
FAC0094,FAC0115,Jaipur,Rajasthan,8.47
FAC0094,FAC0116,Jaipur,Rajasthan,2.21
FAC0094,FAC0117,Jaipur,Rajasthan,7.2
FAC0094,FAC0118,Jaipur,Rajasthan,2.51
FAC0094,FAC0119,Jaipur,Rajasthan,2.45
FAC0094,FAC0120,Jaipur,Rajasthan,11.47
FAC0095,FAC0091,Jaipur,Rajasthan,8.16
FAC0095,FAC0092,Jaipur,Rajasthan,10.02
FAC0095,FAC0093,Jaipur,Rajasthan,16.43
FAC0095,FAC0094,Jaipur,Rajasthan,0.64
FAC0095,FAC0096,Jaipur,Rajasthan,10.68
FAC0095,FAC0097,Jaipur,Rajasthan,5.58
FAC0095,FAC0098,Jaipur,Rajasthan,8.76
FAC0095,FAC0099,Jaipur,Rajasthan,7.32
FAC0095,FAC0100,Jaipur,Rajasthan,10.88
FAC0095,FAC0101,Jaipur,Rajasthan,12.5
FAC0095,FAC0102,Jaipur,Rajasthan,6.52
FAC0095,FAC0103,Jaipur,Rajasthan,0.5
FAC0095,FAC0104,Jaipur,Rajasthan,1.08
FAC0095,FAC0105,Jaipur,Rajasthan,6.53
FAC0095,FAC0106,Jaipur,Rajasthan,15.94
FAC0095,FAC0107,Jaipur,Rajasthan,16.71
FAC0095,FAC0108,Jaipur,Rajasthan,12.56
FAC0095,FAC0109,Jaipur,Rajasthan,4.07
FAC0095,FAC0110,Jaipur,Rajasthan,7.8
FAC0095,FAC0111,Jaipur,Rajasthan,13.22
FAC0095,FAC0112,Jaipur,Rajasthan,9.28
FAC0095,FAC0113,Jaipur,Rajasthan,18.47
FAC0095,FAC0114,Jaipur,Rajasthan,8.76
FAC0095,FAC0115,Jaipur,Rajasthan,9.11
FAC0095,FAC0116,Jaipur,Rajasthan,1.22
FAC0095,FAC0117,Jaipur,Rajasthan,6.21
FAC0095,FAC0118,Jaipur,Rajasthan,3.14
FAC0095,FAC0119,Jaipur,Rajasthan,3.08
FAC0095,FAC0120,Jaipur,Rajasthan,10.99
FAC0096,FAC0091,Jaipur,Rajasthan,18.21
FAC0096,FAC0092,Jaipur,Rajasthan,20.01
FAC0096,FAC0093,Jaipur,Rajasthan,26.48
FAC0096,FAC0094,Jaipur,Rajasthan,10.69
FAC0096,FAC0095,Jaipur,Rajasthan,11.69
FAC0096,FAC0097,Jaipur,Rajasthan,5.45
FAC0096,FAC0098,Jaipur,Rajasthan,10.22
FAC0096,FAC0099,Jaipur,Rajasthan,10.66
FAC0096,FAC0100,Jaipur,Rajasthan,12.1
FAC0096,FAC0101,Jaipur,Rajasthan,13.72
FAC0096,FAC0102,Jaipur,Rajasthan,16.52
FAC0096,FAC0103,Jaipur,Rajasthan,10.88
FAC0096,FAC0104,Jaipur,Rajasthan,10.4
FAC0096,FAC0105,Jaipur,Rajasthan,16.52
FAC0096,FAC0106,Jaipur,Rajasthan,26.0
FAC0096,FAC0107,Jaipur,Rajasthan,26.77
FAC0096,FAC0108,Jaipur,Rajasthan,4.66
FAC0096,FAC0109,Jaipur,Rajasthan,10.73
FAC0096,FAC0110,Jaipur,Rajasthan,16.48
FAC0096,FAC0111,Jaipur,Rajasthan,20.51
FAC0096,FAC0112,Jaipur,Rajasthan,17.52
FAC0096,FAC0113,Jaipur,Rajasthan,13.34
FAC0096,FAC0114,Jaipur,Rajasthan,8.05
FAC0096,FAC0115,Jaipur,Rajasthan,19.17
FAC0096,FAC0116,Jaipur,Rajasthan,11.21
FAC0096,FAC0117,Jaipur,Rajasthan,7.64
FAC0096,FAC0118,Jaipur,Rajasthan,13.2
FAC0096,FAC0119,Jaipur,Rajasthan,13.14
FAC0096,FAC0120,Jaipur,Rajasthan,10.53
FAC0097,FAC0091,Jaipur,Rajasthan,13.17
FAC0097,FAC0092,Jaipur,Rajasthan,14.91
FAC0097,FAC0093,Jaipur,Rajasthan,21.44
FAC0097,FAC0094,Jaipur,Rajasthan,5.65
FAC0097,FAC0095,Jaipur,Rajasthan,6.64
FAC0097,FAC0096,Jaipur,Rajasthan,5.5
FAC0097,FAC0098,Jaipur,Rajasthan,5.09
FAC0097,FAC0099,Jaipur,Rajasthan,5.53
FAC0097,FAC0100,Jaipur,Rajasthan,8.25
FAC0097,FAC0101,Jaipur,Rajasthan,9.87
FAC0097,FAC0102,Jaipur,Rajasthan,11.47
FAC0097,FAC0103,Jaipur,Rajasthan,5.84
FAC0097,FAC0104,Jaipur,Rajasthan,5.35
FAC0097,FAC0105,Jaipur,Rajasthan,11.48
FAC0097,FAC0106,Jaipur,Rajasthan,20.96
FAC0097,FAC0107,Jaipur,Rajasthan,21.72
FAC0097,FAC0108,Jaipur,Rajasthan,7.38
FAC0097,FAC0109,Jaipur,Rajasthan,5.69
FAC0097,FAC0110,Jaipur,Rajasthan,11.35
FAC0097,FAC0111,Jaipur,Rajasthan,15.38
FAC0097,FAC0112,Jaipur,Rajasthan,12.39
FAC0097,FAC0113,Jaipur,Rajasthan,15.74
FAC0097,FAC0114,Jaipur,Rajasthan,4.2
FAC0097,FAC0115,Jaipur,Rajasthan,14.12
FAC0097,FAC0116,Jaipur,Rajasthan,6.17
FAC0097,FAC0117,Jaipur,Rajasthan,2.51
FAC0097,FAC0118,Jaipur,Rajasthan,8.16
FAC0097,FAC0119,Jaipur,Rajasthan,8.1
FAC0097,FAC0120,Jaipur,Rajasthan,9.14
FAC0098,FAC0091,Jaipur,Rajasthan,16.89
FAC0098,FAC0092,Jaipur,Rajasthan,16.59
FAC0098,FAC0093,Jaipur,Rajasthan,25.15
FAC0098,FAC0094,Jaipur,Rajasthan,9.37
FAC0098,FAC0095,Jaipur,Rajasthan,10.36
FAC0098,FAC0096,Jaipur,Rajasthan,9.91
FAC0098,FAC0097,Jaipur,Rajasthan,4.74
FAC0098,FAC0099,Jaipur,Rajasthan,7.21
FAC0098,FAC0100,Jaipur,Rajasthan,11.04
FAC0098,FAC0101,Jaipur,Rajasthan,12.66
FAC0098,FAC0102,Jaipur,Rajasthan,13.94
FAC0098,FAC0103,Jaipur,Rajasthan,9.55
FAC0098,FAC0104,Jaipur,Rajasthan,9.07
FAC0098,FAC0105,Jaipur,Rajasthan,14.9
FAC0098,FAC0106,Jaipur,Rajasthan,24.67
FAC0098,FAC0107,Jaipur,Rajasthan,25.44
FAC0098,FAC0108,Jaipur,Rajasthan,11.79
FAC0098,FAC0109,Jaipur,Rajasthan,10.18
FAC0098,FAC0110,Jaipur,Rajasthan,13.02
FAC0098,FAC0111,Jaipur,Rajasthan,17.05
FAC0098,FAC0112,Jaipur,Rajasthan,14.06
FAC0098,FAC0113,Jaipur,Rajasthan,20.15
FAC0098,FAC0114,Jaipur,Rajasthan,7.5
FAC0098,FAC0115,Jaipur,Rajasthan,17.84
FAC0098,FAC0116,Jaipur,Rajasthan,9.88
FAC0098,FAC0117,Jaipur,Rajasthan,4.18
FAC0098,FAC0118,Jaipur,Rajasthan,11.87
FAC0098,FAC0119,Jaipur,Rajasthan,11.81
FAC0098,FAC0120,Jaipur,Rajasthan,11.93
FAC0099,FAC0091,Jaipur,Rajasthan,14.02
FAC0099,FAC0092,Jaipur,Rajasthan,12.28
FAC0099,FAC0093,Jaipur,Rajasthan,22.0
FAC0099,FAC0094,Jaipur,Rajasthan,7.44
FAC0099,FAC0095,Jaipur,Rajasthan,6.81
FAC0099,FAC0096,Jaipur,Rajasthan,10.75
FAC0099,FAC0097,Jaipur,Rajasthan,5.58
FAC0099,FAC0098,Jaipur,Rajasthan,6.9
FAC0099,FAC0100,Jaipur,Rajasthan,7.75
FAC0099,FAC0101,Jaipur,Rajasthan,9.38
FAC0099,FAC0102,Jaipur,Rajasthan,9.63
FAC0099,FAC0103,Jaipur,Rajasthan,7.31
FAC0099,FAC0104,Jaipur,Rajasthan,7.38
FAC0099,FAC0105,Jaipur,Rajasthan,10.59
FAC0099,FAC0106,Jaipur,Rajasthan,21.8
FAC0099,FAC0107,Jaipur,Rajasthan,22.22
FAC0099,FAC0108,Jaipur,Rajasthan,12.63
FAC0099,FAC0109,Jaipur,Rajasthan,10.17
FAC0099,FAC0110,Jaipur,Rajasthan,8.71
FAC0099,FAC0111,Jaipur,Rajasthan,12.74
FAC0099,FAC0112,Jaipur,Rajasthan,9.76
FAC0099,FAC0113,Jaipur,Rajasthan,21.0
FAC0099,FAC0114,Jaipur,Rajasthan,5.66
FAC0099,FAC0115,Jaipur,Rajasthan,14.07
FAC0099,FAC0116,Jaipur,Rajasthan,7.03
FAC0099,FAC0117,Jaipur,Rajasthan,4.35
FAC0099,FAC0118,Jaipur,Rajasthan,8.93
FAC0099,FAC0119,Jaipur,Rajasthan,8.87
FAC0099,FAC0120,Jaipur,Rajasthan,7.86
FAC0100,FAC0091,Jaipur,Rajasthan,14.61
FAC0100,FAC0092,Jaipur,Rajasthan,10.02
FAC0100,FAC0093,Jaipur,Rajasthan,21.0
FAC0100,FAC0094,Jaipur,Rajasthan,9.89
FAC0100,FAC0095,Jaipur,Rajasthan,9.25
FAC0100,FAC0096,Jaipur,Rajasthan,12.26
FAC0100,FAC0097,Jaipur,Rajasthan,8.32
FAC0100,FAC0098,Jaipur,Rajasthan,10.68
FAC0100,FAC0099,Jaipur,Rajasthan,8.26
FAC0100,FAC0101,Jaipur,Rajasthan,2.23
FAC0100,FAC0102,Jaipur,Rajasthan,9.81
FAC0100,FAC0103,Jaipur,Rajasthan,9.76
FAC0100,FAC0104,Jaipur,Rajasthan,9.82
FAC0100,FAC0105,Jaipur,Rajasthan,10.78
FAC0100,FAC0106,Jaipur,Rajasthan,20.04
FAC0100,FAC0107,Jaipur,Rajasthan,18.79
FAC0100,FAC0108,Jaipur,Rajasthan,13.72
FAC0100,FAC0109,Jaipur,Rajasthan,13.32
FAC0100,FAC0110,Jaipur,Rajasthan,8.68
FAC0100,FAC0111,Jaipur,Rajasthan,9.31
FAC0100,FAC0112,Jaipur,Rajasthan,6.33
FAC0100,FAC0113,Jaipur,Rajasthan,22.45
FAC0100,FAC0114,Jaipur,Rajasthan,5.12
FAC0100,FAC0115,Jaipur,Rajasthan,14.26
FAC0100,FAC0116,Jaipur,Rajasthan,9.48
FAC0100,FAC0117,Jaipur,Rajasthan,8.13
FAC0100,FAC0118,Jaipur,Rajasthan,11.37
FAC0100,FAC0119,Jaipur,Rajasthan,11.31
FAC0100,FAC0120,Jaipur,Rajasthan,2.51
FAC0101,FAC0091,Jaipur,Rajasthan,14.14
FAC0101,FAC0092,Jaipur,Rajasthan,9.55
FAC0101,FAC0093,Jaipur,Rajasthan,20.53
FAC0101,FAC0094,Jaipur,Rajasthan,11.15
FAC0101,FAC0095,Jaipur,Rajasthan,10.51
FAC0101,FAC0096,Jaipur,Rajasthan,13.52
FAC0101,FAC0097,Jaipur,Rajasthan,9.58
FAC0101,FAC0098,Jaipur,Rajasthan,11.94
FAC0101,FAC0099,Jaipur,Rajasthan,9.51
FAC0101,FAC0100,Jaipur,Rajasthan,1.96
FAC0101,FAC0102,Jaipur,Rajasthan,9.34
FAC0101,FAC0103,Jaipur,Rajasthan,11.01
FAC0101,FAC0104,Jaipur,Rajasthan,11.08
FAC0101,FAC0105,Jaipur,Rajasthan,10.31
FAC0101,FAC0106,Jaipur,Rajasthan,19.57
FAC0101,FAC0107,Jaipur,Rajasthan,18.32
FAC0101,FAC0108,Jaipur,Rajasthan,14.98
FAC0101,FAC0109,Jaipur,Rajasthan,14.58
FAC0101,FAC0110,Jaipur,Rajasthan,8.21
FAC0101,FAC0111,Jaipur,Rajasthan,8.84
FAC0101,FAC0112,Jaipur,Rajasthan,5.85
FAC0101,FAC0113,Jaipur,Rajasthan,23.7
FAC0101,FAC0114,Jaipur,Rajasthan,6.38
FAC0101,FAC0115,Jaipur,Rajasthan,13.79
FAC0101,FAC0116,Jaipur,Rajasthan,10.73
FAC0101,FAC0117,Jaipur,Rajasthan,9.38
FAC0101,FAC0118,Jaipur,Rajasthan,12.62
FAC0101,FAC0119,Jaipur,Rajasthan,12.57
FAC0101,FAC0120,Jaipur,Rajasthan,3.25
FAC0102,FAC0091,Jaipur,Rajasthan,5.43
FAC0102,FAC0092,Jaipur,Rajasthan,5.88
FAC0102,FAC0093,Jaipur,Rajasthan,13.01
FAC0102,FAC0094,Jaipur,Rajasthan,6.54
FAC0102,FAC0095,Jaipur,Rajasthan,5.91
FAC0102,FAC0096,Jaipur,Rajasthan,16.59
FAC0102,FAC0097,Jaipur,Rajasthan,11.48
FAC0102,FAC0098,Jaipur,Rajasthan,14.0
FAC0102,FAC0099,Jaipur,Rajasthan,11.15
FAC0102,FAC0100,Jaipur,Rajasthan,10.48
FAC0102,FAC0101,Jaipur,Rajasthan,9.53
FAC0102,FAC0103,Jaipur,Rajasthan,6.41
FAC0102,FAC0104,Jaipur,Rajasthan,6.99
FAC0102,FAC0105,Jaipur,Rajasthan,2.24
FAC0102,FAC0106,Jaipur,Rajasthan,12.89
FAC0102,FAC0107,Jaipur,Rajasthan,13.3
FAC0102,FAC0108,Jaipur,Rajasthan,18.46
FAC0102,FAC0109,Jaipur,Rajasthan,9.02
FAC0102,FAC0110,Jaipur,Rajasthan,3.66
FAC0102,FAC0111,Jaipur,Rajasthan,9.07
FAC0102,FAC0112,Jaipur,Rajasthan,5.14
FAC0102,FAC0113,Jaipur,Rajasthan,19.08
FAC0102,FAC0114,Jaipur,Rajasthan,12.72
FAC0102,FAC0115,Jaipur,Rajasthan,5.08
FAC0102,FAC0116,Jaipur,Rajasthan,7.12
FAC0102,FAC0117,Jaipur,Rajasthan,11.45
FAC0102,FAC0118,Jaipur,Rajasthan,5.46
FAC0102,FAC0119,Jaipur,Rajasthan,5.23
FAC0102,FAC0120,Jaipur,Rajasthan,11.77
FAC0103,FAC0091,Jaipur,Rajasthan,8.03
FAC0103,FAC0092,Jaipur,Rajasthan,10.2
FAC0103,FAC0093,Jaipur,Rajasthan,16.3
FAC0103,FAC0094,Jaipur,Rajasthan,0.51
FAC0103,FAC0095,Jaipur,Rajasthan,1.87
FAC0103,FAC0096,Jaipur,Rajasthan,10.86
FAC0103,FAC0097,Jaipur,Rajasthan,5.76
FAC0103,FAC0098,Jaipur,Rajasthan,8.95
FAC0103,FAC0099,Jaipur,Rajasthan,7.5
FAC0103,FAC0100,Jaipur,Rajasthan,11.07
FAC0103,FAC0101,Jaipur,Rajasthan,12.69
FAC0103,FAC0102,Jaipur,Rajasthan,6.7
FAC0103,FAC0104,Jaipur,Rajasthan,1.26
FAC0103,FAC0105,Jaipur,Rajasthan,6.71
FAC0103,FAC0106,Jaipur,Rajasthan,15.82
FAC0103,FAC0107,Jaipur,Rajasthan,16.58
FAC0103,FAC0108,Jaipur,Rajasthan,12.74
FAC0103,FAC0109,Jaipur,Rajasthan,4.25
FAC0103,FAC0110,Jaipur,Rajasthan,7.98
FAC0103,FAC0111,Jaipur,Rajasthan,13.4
FAC0103,FAC0112,Jaipur,Rajasthan,9.46
FAC0103,FAC0113,Jaipur,Rajasthan,18.35
FAC0103,FAC0114,Jaipur,Rajasthan,8.94
FAC0103,FAC0115,Jaipur,Rajasthan,8.99
FAC0103,FAC0116,Jaipur,Rajasthan,1.4
FAC0103,FAC0117,Jaipur,Rajasthan,6.39
FAC0103,FAC0118,Jaipur,Rajasthan,3.02
FAC0103,FAC0119,Jaipur,Rajasthan,2.96
FAC0103,FAC0120,Jaipur,Rajasthan,11.17
FAC0104,FAC0091,Jaipur,Rajasthan,8.63
FAC0104,FAC0092,Jaipur,Rajasthan,10.43
FAC0104,FAC0093,Jaipur,Rajasthan,16.89
FAC0104,FAC0094,Jaipur,Rajasthan,1.11
FAC0104,FAC0095,Jaipur,Rajasthan,2.1
FAC0104,FAC0096,Jaipur,Rajasthan,10.38
FAC0104,FAC0097,Jaipur,Rajasthan,5.27
FAC0104,FAC0098,Jaipur,Rajasthan,8.46
FAC0104,FAC0099,Jaipur,Rajasthan,7.01
FAC0104,FAC0100,Jaipur,Rajasthan,10.87
FAC0104,FAC0101,Jaipur,Rajasthan,12.49
FAC0104,FAC0102,Jaipur,Rajasthan,6.93
FAC0104,FAC0103,Jaipur,Rajasthan,1.29
FAC0104,FAC0105,Jaipur,Rajasthan,6.93
FAC0104,FAC0106,Jaipur,Rajasthan,16.41
FAC0104,FAC0107,Jaipur,Rajasthan,17.18
FAC0104,FAC0108,Jaipur,Rajasthan,12.25
FAC0104,FAC0109,Jaipur,Rajasthan,4.62
FAC0104,FAC0110,Jaipur,Rajasthan,8.21
FAC0104,FAC0111,Jaipur,Rajasthan,13.62
FAC0104,FAC0112,Jaipur,Rajasthan,9.69
FAC0104,FAC0113,Jaipur,Rajasthan,18.94
FAC0104,FAC0114,Jaipur,Rajasthan,8.45
FAC0104,FAC0115,Jaipur,Rajasthan,9.58
FAC0104,FAC0116,Jaipur,Rajasthan,1.1
FAC0104,FAC0117,Jaipur,Rajasthan,5.91
FAC0104,FAC0118,Jaipur,Rajasthan,3.61
FAC0104,FAC0119,Jaipur,Rajasthan,3.56
FAC0104,FAC0120,Jaipur,Rajasthan,10.97
FAC0105,FAC0091,Jaipur,Rajasthan,6.64
FAC0105,FAC0092,Jaipur,Rajasthan,5.86
FAC0105,FAC0093,Jaipur,Rajasthan,14.22
FAC0105,FAC0094,Jaipur,Rajasthan,6.23
FAC0105,FAC0095,Jaipur,Rajasthan,5.59
FAC0105,FAC0096,Jaipur,Rajasthan,16.27
FAC0105,FAC0097,Jaipur,Rajasthan,11.17
FAC0105,FAC0098,Jaipur,Rajasthan,13.99
FAC0105,FAC0099,Jaipur,Rajasthan,11.13
FAC0105,FAC0100,Jaipur,Rajasthan,10.47
FAC0105,FAC0101,Jaipur,Rajasthan,9.51
FAC0105,FAC0102,Jaipur,Rajasthan,1.93
FAC0105,FAC0103,Jaipur,Rajasthan,6.09
FAC0105,FAC0104,Jaipur,Rajasthan,6.67
FAC0105,FAC0106,Jaipur,Rajasthan,14.1
FAC0105,FAC0107,Jaipur,Rajasthan,14.5
FAC0105,FAC0108,Jaipur,Rajasthan,18.15
FAC0105,FAC0109,Jaipur,Rajasthan,9.66
FAC0105,FAC0110,Jaipur,Rajasthan,3.65
FAC0105,FAC0111,Jaipur,Rajasthan,9.06
FAC0105,FAC0112,Jaipur,Rajasthan,5.12
FAC0105,FAC0113,Jaipur,Rajasthan,20.29
FAC0105,FAC0114,Jaipur,Rajasthan,12.71
FAC0105,FAC0115,Jaipur,Rajasthan,6.29
FAC0105,FAC0116,Jaipur,Rajasthan,6.81
FAC0105,FAC0117,Jaipur,Rajasthan,11.43
FAC0105,FAC0118,Jaipur,Rajasthan,6.67
FAC0105,FAC0119,Jaipur,Rajasthan,6.44
FAC0105,FAC0120,Jaipur,Rajasthan,11.75
FAC0106,FAC0091,Jaipur,Rajasthan,7.39
FAC0106,FAC0092,Jaipur,Rajasthan,13.68
FAC0106,FAC0093,Jaipur,Rajasthan,11.2
FAC0106,FAC0094,Jaipur,Rajasthan,13.93
FAC0106,FAC0095,Jaipur,Rajasthan,13.76
FAC0106,FAC0096,Jaipur,Rajasthan,24.45
FAC0106,FAC0097,Jaipur,Rajasthan,19.34
FAC0106,FAC0098,Jaipur,Rajasthan,22.53
FAC0106,FAC0099,Jaipur,Rajasthan,19.65
FAC0106,FAC0100,Jaipur,Rajasthan,20.91
FAC0106,FAC0101,Jaipur,Rajasthan,19.96
FAC0106,FAC0102,Jaipur,Rajasthan,12.19
FAC0106,FAC0103,Jaipur,Rajasthan,14.27
FAC0106,FAC0104,Jaipur,Rajasthan,14.84
FAC0106,FAC0105,Jaipur,Rajasthan,12.68
FAC0106,FAC0107,Jaipur,Rajasthan,4.76
FAC0106,FAC0108,Jaipur,Rajasthan,26.32
FAC0106,FAC0109,Jaipur,Rajasthan,16.23
FAC0106,FAC0110,Jaipur,Rajasthan,14.09
FAC0106,FAC0111,Jaipur,Rajasthan,14.89
FAC0106,FAC0112,Jaipur,Rajasthan,15.57
FAC0106,FAC0113,Jaipur,Rajasthan,26.32
FAC0106,FAC0114,Jaipur,Rajasthan,21.22
FAC0106,FAC0115,Jaipur,Rajasthan,8.03
FAC0106,FAC0116,Jaipur,Rajasthan,14.98
FAC0106,FAC0117,Jaipur,Rajasthan,19.98
FAC0106,FAC0118,Jaipur,Rajasthan,12.7
FAC0106,FAC0119,Jaipur,Rajasthan,12.46
FAC0106,FAC0120,Jaipur,Rajasthan,22.2
FAC0107,FAC0091,Jaipur,Rajasthan,7.35
FAC0107,FAC0092,Jaipur,Rajasthan,13.63
FAC0107,FAC0093,Jaipur,Rajasthan,9.42
FAC0107,FAC0094,Jaipur,Rajasthan,13.88
FAC0107,FAC0095,Jaipur,Rajasthan,13.72
FAC0107,FAC0096,Jaipur,Rajasthan,24.4
FAC0107,FAC0097,Jaipur,Rajasthan,19.3
FAC0107,FAC0098,Jaipur,Rajasthan,22.48
FAC0107,FAC0099,Jaipur,Rajasthan,19.6
FAC0107,FAC0100,Jaipur,Rajasthan,18.61
FAC0107,FAC0101,Jaipur,Rajasthan,17.66
FAC0107,FAC0102,Jaipur,Rajasthan,12.14
FAC0107,FAC0103,Jaipur,Rajasthan,14.22
FAC0107,FAC0104,Jaipur,Rajasthan,14.8
FAC0107,FAC0105,Jaipur,Rajasthan,12.63
FAC0107,FAC0106,Jaipur,Rajasthan,3.87
FAC0107,FAC0108,Jaipur,Rajasthan,26.28
FAC0107,FAC0109,Jaipur,Rajasthan,16.19
FAC0107,FAC0110,Jaipur,Rajasthan,14.05
FAC0107,FAC0111,Jaipur,Rajasthan,14.84
FAC0107,FAC0112,Jaipur,Rajasthan,13.96
FAC0107,FAC0113,Jaipur,Rajasthan,26.27
FAC0107,FAC0114,Jaipur,Rajasthan,21.17
FAC0107,FAC0115,Jaipur,Rajasthan,7.99
FAC0107,FAC0116,Jaipur,Rajasthan,14.94
FAC0107,FAC0117,Jaipur,Rajasthan,19.93
FAC0107,FAC0118,Jaipur,Rajasthan,12.65
FAC0107,FAC0119,Jaipur,Rajasthan,12.42
FAC0107,FAC0120,Jaipur,Rajasthan,19.9
FAC0108,FAC0091,Jaipur,Rajasthan,19.87
FAC0108,FAC0092,Jaipur,Rajasthan,21.67
FAC0108,FAC0093,Jaipur,Rajasthan,28.14
FAC0108,FAC0094,Jaipur,Rajasthan,12.35
FAC0108,FAC0095,Jaipur,Rajasthan,13.34
FAC0108,FAC0096,Jaipur,Rajasthan,4.71
FAC0108,FAC0097,Jaipur,Rajasthan,7.11
FAC0108,FAC0098,Jaipur,Rajasthan,11.88
FAC0108,FAC0099,Jaipur,Rajasthan,12.32
FAC0108,FAC0100,Jaipur,Rajasthan,13.53
FAC0108,FAC0101,Jaipur,Rajasthan,15.15
FAC0108,FAC0102,Jaipur,Rajasthan,18.17
FAC0108,FAC0103,Jaipur,Rajasthan,12.54
FAC0108,FAC0104,Jaipur,Rajasthan,12.05
FAC0108,FAC0105,Jaipur,Rajasthan,18.18
FAC0108,FAC0106,Jaipur,Rajasthan,27.66
FAC0108,FAC0107,Jaipur,Rajasthan,28.42
FAC0108,FAC0109,Jaipur,Rajasthan,12.39
FAC0108,FAC0110,Jaipur,Rajasthan,18.13
FAC0108,FAC0111,Jaipur,Rajasthan,22.16
FAC0108,FAC0112,Jaipur,Rajasthan,19.18
FAC0108,FAC0113,Jaipur,Rajasthan,11.52
FAC0108,FAC0114,Jaipur,Rajasthan,9.48
FAC0108,FAC0115,Jaipur,Rajasthan,20.82
FAC0108,FAC0116,Jaipur,Rajasthan,12.87
FAC0108,FAC0117,Jaipur,Rajasthan,9.29
FAC0108,FAC0118,Jaipur,Rajasthan,14.86
FAC0108,FAC0119,Jaipur,Rajasthan,14.8
FAC0108,FAC0120,Jaipur,Rajasthan,14.42
FAC0109,FAC0091,Jaipur,Rajasthan,9.65
FAC0109,FAC0092,Jaipur,Rajasthan,13.32
FAC0109,FAC0093,Jaipur,Rajasthan,17.92
FAC0109,FAC0094,Jaipur,Rajasthan,4.08
FAC0109,FAC0095,Jaipur,Rajasthan,4.99
FAC0109,FAC0096,Jaipur,Rajasthan,10.68
FAC0109,FAC0097,Jaipur,Rajasthan,5.58
FAC0109,FAC0098,Jaipur,Rajasthan,10.42
FAC0109,FAC0099,Jaipur,Rajasthan,9.42
FAC0109,FAC0100,Jaipur,Rajasthan,13.43
FAC0109,FAC0101,Jaipur,Rajasthan,15.05
FAC0109,FAC0102,Jaipur,Rajasthan,9.82
FAC0109,FAC0103,Jaipur,Rajasthan,4.26
FAC0109,FAC0104,Jaipur,Rajasthan,4.46
FAC0109,FAC0105,Jaipur,Rajasthan,9.83
FAC0109,FAC0106,Jaipur,Rajasthan,17.43
FAC0109,FAC0107,Jaipur,Rajasthan,18.2
FAC0109,FAC0108,Jaipur,Rajasthan,12.56
FAC0109,FAC0110,Jaipur,Rajasthan,11.1
FAC0109,FAC0111,Jaipur,Rajasthan,16.52
FAC0109,FAC0112,Jaipur,Rajasthan,12.58
FAC0109,FAC0113,Jaipur,Rajasthan,16.68
FAC0109,FAC0114,Jaipur,Rajasthan,9.38
FAC0109,FAC0115,Jaipur,Rajasthan,10.6
FAC0109,FAC0116,Jaipur,Rajasthan,4.52
FAC0109,FAC0117,Jaipur,Rajasthan,7.84
FAC0109,FAC0118,Jaipur,Rajasthan,6.58
FAC0109,FAC0119,Jaipur,Rajasthan,6.52
FAC0109,FAC0120,Jaipur,Rajasthan,14.29
FAC0110,FAC0091,Jaipur,Rajasthan,8.1
